Date Time,Water Level,SiteID,Source,Date,Time,Measured Water Level,VDatum,Offset,Identifier
2017-01-01 08:36:00-05:00,2.335,8551762,NOAA,2017-01-01,08:36:00,2.375,MSL,-0.04,8551762-2017-0
2017-01-02 09:12:00-05:00,3.057,8551762,NOAA,2017-01-02,09:12:00,3.097,MSL,-0.04,8551762-2017-1
2017-01-03 10:00:00-05:00,3.694,8551762,NOAA,2017-01-03,10:00:00,3.734,MSL,-0.04,8551762-2017-2
2017-01-03 22:12:00-05:00,3.29,8551762,NOAA,2017-01-03,22:12:00,3.33,MSL,-0.04,8551762-2017-3
2017-01-05 11:42:00-05:00,1.804,8551762,NOAA,2017-01-05,11:42:00,1.844,MSL,-0.04,8551762-2017-4
2017-01-06 12:42:00-05:00,2.02,8551762,NOAA,2017-01-06,12:42:00,2.06,MSL,-0.04,8551762-2017-5
2017-01-07 01:18:00-05:00,2.135,8551762,NOAA,2017-01-07,01:18:00,2.175,MSL,-0.04,8551762-2017-6
2017-01-08 02:24:00-05:00,2.04,8551762,NOAA,2017-01-08,02:24:00,2.08,MSL,-0.04,8551762-2017-7
2017-01-09 03:30:00-05:00,2.535,8551762,NOAA,2017-01-09,03:30:00,2.575,MSL,-0.04,8551762-2017-8
2017-01-10 04:24:00-05:00,2.929,8551762,NOAA,2017-01-10,04:24:00,2.969,MSL,-0.04,8551762-2017-9
2017-01-11 05:06:00-05:00,2.896,8551762,NOAA,2017-01-11,05:06:00,2.936,MSL,-0.04,8551762-2017-10
2017-01-12 06:18:00-05:00,3.113,8551762,NOAA,2017-01-12,06:18:00,3.153,MSL,-0.04,8551762-2017-11
2017-01-13 07:00:00-05:00,2.4899999999999998,8551762,NOAA,2017-01-13,07:00:00,2.53,MSL,-0.04,8551762-2017-12
2017-01-14 07:54:00-05:00,2.949,8551762,NOAA,2017-01-14,07:54:00,2.989,MSL,-0.04,8551762-2017-13
2017-01-15 08:36:00-05:00,2.68,8551762,NOAA,2017-01-15,08:36:00,2.72,MSL,-0.04,8551762-2017-14
2017-01-16 09:18:00-05:00,2.617,8551762,NOAA,2017-01-16,09:18:00,2.657,MSL,-0.04,8551762-2017-15
2017-01-17 10:00:00-05:00,2.312,8551762,NOAA,2017-01-17,10:00:00,2.352,MSL,-0.04,8551762-2017-16
2017-01-18 10:54:00-05:00,2.539,8551762,NOAA,2017-01-18,10:54:00,2.579,MSL,-0.04,8551762-2017-17
2017-01-18 23:30:00-05:00,3.113,8551762,NOAA,2017-01-18,23:30:00,3.153,MSL,-0.04,8551762-2017-18
2017-01-20 00:18:00-05:00,2.578,8551762,NOAA,2017-01-20,00:18:00,2.618,MSL,-0.04,8551762-2017-19
2017-01-21 01:12:00-05:00,2.68,8551762,NOAA,2017-01-21,01:12:00,2.72,MSL,-0.04,8551762-2017-20
2017-01-22 02:12:00-05:00,2.88,8551762,NOAA,2017-01-22,02:12:00,2.92,MSL,-0.04,8551762-2017-21
2017-01-23 03:36:00-05:00,4.471,8551762,NOAA,2017-01-23,03:36:00,4.511,MSL,-0.04,8551762-2017-22
2017-01-24 03:36:00-05:00,3.762,8551762,NOAA,2017-01-24,03:36:00,3.802,MSL,-0.04,8551762-2017-23
2017-01-25 04:24:00-05:00,3.605,8551762,NOAA,2017-01-25,04:24:00,3.645,MSL,-0.04,8551762-2017-24
2017-01-26 05:18:00-05:00,3.457,8551762,NOAA,2017-01-26,05:18:00,3.497,MSL,-0.04,8551762-2017-25
2017-01-27 06:06:00-05:00,2.132,8551762,NOAA,2017-01-27,06:06:00,2.172,MSL,-0.04,8551762-2017-26
2017-01-28 06:54:00-05:00,2.017,8551762,NOAA,2017-01-28,06:54:00,2.057,MSL,-0.04,8551762-2017-27
2017-01-29 07:18:00-05:00,2.496,8551762,NOAA,2017-01-29,07:18:00,2.536,MSL,-0.04,8551762-2017-28
2017-01-30 08:00:00-05:00,2.972,8551762,NOAA,2017-01-30,08:00:00,3.012,MSL,-0.04,8551762-2017-29
2017-01-31 08:48:00-05:00,3.418,8551762,NOAA,2017-01-31,08:48:00,3.458,MSL,-0.04,8551762-2017-30
2017-02-01 09:18:00-05:00,2.883,8551762,NOAA,2017-02-01,09:18:00,2.923,MSL,-0.04,8551762-2017-31
2017-02-02 10:18:00-05:00,2.476,8551762,NOAA,2017-02-02,10:18:00,2.516,MSL,-0.04,8551762-2017-32
2017-02-03 11:06:00-05:00,2.132,8551762,NOAA,2017-02-03,11:06:00,2.172,MSL,-0.04,8551762-2017-33
2017-02-04 12:12:00-05:00,1.705,8551762,NOAA,2017-02-04,12:12:00,1.745,MSL,-0.04,8551762-2017-34
2017-02-05 00:54:00-05:00,2.483,8551762,NOAA,2017-02-05,00:54:00,2.523,MSL,-0.04,8551762-2017-35
2017-02-06 01:54:00-05:00,2.3649999999999998,8551762,NOAA,2017-02-06,01:54:00,2.405,MSL,-0.04,8551762-2017-36
2017-02-07 03:00:00-05:00,2.739,8551762,NOAA,2017-02-07,03:00:00,2.779,MSL,-0.04,8551762-2017-37
2017-02-08 04:06:00-05:00,3.165,8551762,NOAA,2017-02-08,04:06:00,3.205,MSL,-0.04,8551762-2017-38
2017-02-09 04:24:00-05:00,3.113,8551762,NOAA,2017-02-09,04:24:00,3.153,MSL,-0.04,8551762-2017-39
2017-02-10 06:00:00-05:00,2.506,8551762,NOAA,2017-02-10,06:00:00,2.546,MSL,-0.04,8551762-2017-40
2017-02-11 06:48:00-05:00,2.782,8551762,NOAA,2017-02-11,06:48:00,2.822,MSL,-0.04,8551762-2017-41
2017-02-12 07:30:00-05:00,3.89,8551762,NOAA,2017-02-12,07:30:00,3.93,MSL,-0.04,8551762-2017-42
2017-02-12 19:36:00-05:00,3.07,8551762,NOAA,2017-02-12,19:36:00,3.11,MSL,-0.04,8551762-2017-43
2017-02-13 21:00:00-05:00,1.1019999999999999,8551762,NOAA,2017-02-13,21:00:00,1.142,MSL,-0.04,8551762-2017-44
2017-02-14 21:06:00-05:00,3.897,8551762,NOAA,2017-02-14,21:06:00,3.937,MSL,-0.04,8551762-2017-45
2017-02-15 22:00:00-05:00,2.188,8551762,NOAA,2017-02-15,22:00:00,2.228,MSL,-0.04,8551762-2017-46
2017-02-16 22:42:00-05:00,1.8659999999999999,8551762,NOAA,2017-02-16,22:42:00,1.906,MSL,-0.04,8551762-2017-47
2017-02-17 23:18:00-05:00,2.158,8551762,NOAA,2017-02-17,23:18:00,2.198,MSL,-0.04,8551762-2017-48
2017-02-19 00:06:00-05:00,2.506,8551762,NOAA,2017-02-19,00:06:00,2.546,MSL,-0.04,8551762-2017-49
2017-02-20 01:12:00-05:00,2.444,8551762,NOAA,2017-02-20,01:12:00,2.484,MSL,-0.04,8551762-2017-50
2017-02-21 02:06:00-05:00,3.129,8551762,NOAA,2017-02-21,02:06:00,3.169,MSL,-0.04,8551762-2017-51
2017-02-22 02:54:00-05:00,3.129,8551762,NOAA,2017-02-22,02:54:00,3.169,MSL,-0.04,8551762-2017-52
2017-02-23 03:54:00-05:00,3.08,8551762,NOAA,2017-02-23,03:54:00,3.12,MSL,-0.04,8551762-2017-53
2017-02-24 04:42:00-05:00,3.136,8551762,NOAA,2017-02-24,04:42:00,3.176,MSL,-0.04,8551762-2017-54
2017-02-25 05:42:00-05:00,3.388,8551762,NOAA,2017-02-25,05:42:00,3.428,MSL,-0.04,8551762-2017-55
2017-02-26 06:24:00-05:00,2.23,8551762,NOAA,2017-02-26,06:24:00,2.27,MSL,-0.04,8551762-2017-56
2017-02-27 07:06:00-05:00,2.86,8551762,NOAA,2017-02-27,07:06:00,2.9,MSL,-0.04,8551762-2017-57
2017-02-28 07:48:00-05:00,2.854,8551762,NOAA,2017-02-28,07:48:00,2.894,MSL,-0.04,8551762-2017-58
2017-03-01 08:30:00-05:00,3.303,8551762,NOAA,2017-03-01,08:30:00,3.343,MSL,-0.04,8551762-2017-59
2017-03-01 20:36:00-05:00,2.768,8551762,NOAA,2017-03-01,20:36:00,2.808,MSL,-0.04,8551762-2017-60
2017-03-02 21:36:00-05:00,1.417,8551762,NOAA,2017-03-02,21:36:00,1.457,MSL,-0.04,8551762-2017-61
