,Date Time,Water Level,SiteID,Source,Date,Time,Measured Water Level,VDatum,Offset,Identifier
243,2021-09-01 14:36:00-04:00,5.02,8551910,NOAA,2021-09-01,14:36:00,5.02,NAVD,0,8551910-2021-243
265,2021-09-23 08:18:00-04:00,4.957,8551910,NOAA,2021-09-23,08:18:00,4.957,NAVD,0,8551910-2021-265
300,2021-10-28 12:12:00-04:00,4.843,8551910,NOAA,2021-10-28,12:12:00,4.843,NAVD,0,8551910-2021-300
