,Date Time,Water Level,SiteID,Source,Date,Time,Measured Water Level,VDatum,Offset,Identifier
283,2019-10-10 14:48:00-04:00,4.537,8557380,NOAA,2019-10-10,14:48:00,4.537,NAVD,0,8557380-2019-283
