Date Time,Water Level,SiteID,Source,Date,Time,Measured Water Level,VDatum,Offset,Identifier
2019-01-01 02:30:00-05:00,3.795,8551762,NOAA,2019-01-01,02:30:00,3.835,MSL,-0.04,8551762-2019-0
2019-01-02 03:42:00-05:00,3.077,8551762,NOAA,2019-01-02,03:42:00,3.117,MSL,-0.04,8551762-2019-1
2019-01-03 04:18:00-05:00,3.579,8551762,NOAA,2019-01-03,04:18:00,3.619,MSL,-0.04,8551762-2019-2
2019-01-04 05:12:00-05:00,3.8409999999999997,8551762,NOAA,2019-01-04,05:12:00,3.881,MSL,-0.04,8551762-2019-3
2019-01-05 06:06:00-05:00,4.304,8551762,NOAA,2019-01-05,06:06:00,4.344,MSL,-0.04,8551762-2019-4
2019-01-06 06:30:00-05:00,4.077,8551762,NOAA,2019-01-06,06:30:00,4.117,MSL,-0.04,8551762-2019-5
2019-01-07 07:12:00-05:00,3.543,8551762,NOAA,2019-01-07,07:12:00,3.583,MSL,-0.04,8551762-2019-6
2019-01-08 07:54:00-05:00,4.091,8551762,NOAA,2019-01-08,07:54:00,4.131,MSL,-0.04,8551762-2019-7
2019-01-08 20:06:00-05:00,3.1229999999999998,8551762,NOAA,2019-01-08,20:06:00,3.163,MSL,-0.04,8551762-2019-8
2019-01-10 08:54:00-05:00,0.28800000000000003,8551762,NOAA,2019-01-10,08:54:00,0.328,MSL,-0.04,8551762-2019-9
2019-01-11 09:54:00-05:00,2.1189999999999998,8551762,NOAA,2019-01-11,09:54:00,2.159,MSL,-0.04,8551762-2019-10
2019-01-12 10:06:00-05:00,2.896,8551762,NOAA,2019-01-12,10:06:00,2.936,MSL,-0.04,8551762-2019-11
2019-01-13 11:06:00-05:00,2.903,8551762,NOAA,2019-01-13,11:06:00,2.943,MSL,-0.04,8551762-2019-12
2019-01-14 12:06:00-05:00,2.965,8551762,NOAA,2019-01-14,12:06:00,3.005,MSL,-0.04,8551762-2019-13
2019-01-15 00:36:00-05:00,3.251,8551762,NOAA,2019-01-15,00:36:00,3.291,MSL,-0.04,8551762-2019-14
2019-01-16 01:24:00-05:00,3.457,8551762,NOAA,2019-01-16,01:24:00,3.497,MSL,-0.04,8551762-2019-15
2019-01-17 02:30:00-05:00,2.972,8551762,NOAA,2019-01-17,02:30:00,3.012,MSL,-0.04,8551762-2019-16
2019-01-18 03:30:00-05:00,3.854,8551762,NOAA,2019-01-18,03:30:00,3.894,MSL,-0.04,8551762-2019-17
2019-01-19 04:30:00-05:00,3.963,8551762,NOAA,2019-01-19,04:30:00,4.003,MSL,-0.04,8551762-2019-18
2019-01-20 05:18:00-05:00,5.035,8551762,NOAA,2019-01-20,05:18:00,5.075,MSL,-0.04,8551762-2019-19
2019-01-21 06:00:00-05:00,0.6749999999999999,8551762,NOAA,2019-01-21,06:00:00,0.715,MSL,-0.04,8551762-2019-20
2019-01-22 07:30:00-05:00,2.417,8551762,NOAA,2019-01-22,07:30:00,2.457,MSL,-0.04,8551762-2019-21
2019-01-23 08:00:00-05:00,3.69,8551762,NOAA,2019-01-23,08:00:00,3.73,MSL,-0.04,8551762-2019-22
2019-01-24 08:48:00-05:00,4.406,8551762,NOAA,2019-01-24,08:48:00,4.446,MSL,-0.04,8551762-2019-23
2019-01-25 09:42:00-05:00,2.909,8551762,NOAA,2019-01-25,09:42:00,2.949,MSL,-0.04,8551762-2019-24
2019-01-26 10:36:00-05:00,3.074,8551762,NOAA,2019-01-26,10:36:00,3.114,MSL,-0.04,8551762-2019-25
2019-01-26 23:24:00-05:00,3.356,8551762,NOAA,2019-01-26,23:24:00,3.396,MSL,-0.04,8551762-2019-26
2019-01-28 12:30:00-05:00,2.913,8551762,NOAA,2019-01-28,12:30:00,2.953,MSL,-0.04,8551762-2019-27
2019-01-29 01:18:00-05:00,3.674,8551762,NOAA,2019-01-29,01:18:00,3.714,MSL,-0.04,8551762-2019-28
2019-01-30 02:36:00-05:00,2.243,8551762,NOAA,2019-01-30,02:36:00,2.283,MSL,-0.04,8551762-2019-29
2019-01-31 03:12:00-05:00,1.407,8551762,NOAA,2019-01-31,03:12:00,1.447,MSL,-0.04,8551762-2019-30
2019-02-01 04:00:00-05:00,2.243,8551762,NOAA,2019-02-01,04:00:00,2.283,MSL,-0.04,8551762-2019-31
2019-02-02 04:54:00-05:00,2.795,8551762,NOAA,2019-02-02,04:54:00,2.835,MSL,-0.04,8551762-2019-32
2019-02-03 05:42:00-05:00,2.385,8551762,NOAA,2019-02-03,05:42:00,2.425,MSL,-0.04,8551762-2019-33
2019-02-04 06:18:00-05:00,3.339,8551762,NOAA,2019-02-04,06:18:00,3.379,MSL,-0.04,8551762-2019-34
2019-02-05 06:54:00-05:00,3.598,8551762,NOAA,2019-02-05,06:54:00,3.638,MSL,-0.04,8551762-2019-35
2019-02-06 07:18:00-05:00,3.438,8551762,NOAA,2019-02-06,07:18:00,3.478,MSL,-0.04,8551762-2019-36
2019-02-07 08:06:00-05:00,3.493,8551762,NOAA,2019-02-07,08:06:00,3.533,MSL,-0.04,8551762-2019-37
2019-02-08 08:24:00-05:00,3.448,8551762,NOAA,2019-02-08,08:24:00,3.488,MSL,-0.04,8551762-2019-38
2019-02-08 20:30:00-05:00,1.0,8551762,NOAA,2019-02-08,20:30:00,1.04,MSL,-0.04,8551762-2019-39
2019-02-10 09:42:00-05:00,2.122,8551762,NOAA,2019-02-10,09:42:00,2.162,MSL,-0.04,8551762-2019-40
2019-02-11 10:24:00-05:00,2.181,8551762,NOAA,2019-02-11,10:24:00,2.221,MSL,-0.04,8551762-2019-41
2019-02-12 11:06:00-05:00,3.054,8551762,NOAA,2019-02-12,11:06:00,3.094,MSL,-0.04,8551762-2019-42
2019-02-12 23:36:00-05:00,3.562,8551762,NOAA,2019-02-12,23:36:00,3.602,MSL,-0.04,8551762-2019-43
2019-02-14 00:54:00-05:00,2.516,8551762,NOAA,2019-02-14,00:54:00,2.556,MSL,-0.04,8551762-2019-44
2019-02-15 02:06:00-05:00,3.392,8551762,NOAA,2019-02-15,02:06:00,3.432,MSL,-0.04,8551762-2019-45
2019-02-16 03:00:00-05:00,3.592,8551762,NOAA,2019-02-16,03:00:00,3.632,MSL,-0.04,8551762-2019-46
2019-02-17 04:00:00-05:00,4.068,8551762,NOAA,2019-02-17,04:00:00,4.108,MSL,-0.04,8551762-2019-47
2019-02-18 04:54:00-05:00,4.291,8551762,NOAA,2019-02-18,04:54:00,4.331,MSL,-0.04,8551762-2019-48
2019-02-19 06:00:00-05:00,3.362,8551762,NOAA,2019-02-19,06:00:00,3.402,MSL,-0.04,8551762-2019-49
2019-02-20 06:54:00-05:00,3.556,8551762,NOAA,2019-02-20,06:54:00,3.596,MSL,-0.04,8551762-2019-50
2019-02-21 07:42:00-05:00,3.746,8551762,NOAA,2019-02-21,07:42:00,3.786,MSL,-0.04,8551762-2019-51
2019-02-22 08:36:00-05:00,3.425,8551762,NOAA,2019-02-22,08:36:00,3.465,MSL,-0.04,8551762-2019-52
2019-02-22 21:00:00-05:00,3.425,8551762,NOAA,2019-02-22,21:00:00,3.465,MSL,-0.04,8551762-2019-53
2019-02-24 10:12:00-05:00,3.746,8551762,NOAA,2019-02-24,10:12:00,3.786,MSL,-0.04,8551762-2019-54
2019-02-24 22:30:00-05:00,2.673,8551762,NOAA,2019-02-24,22:30:00,2.713,MSL,-0.04,8551762-2019-55
2019-02-25 23:54:00-05:00,0.974,8551762,NOAA,2019-02-25,23:54:00,1.014,MSL,-0.04,8551762-2019-56
2019-02-27 01:00:00-05:00,2.673,8551762,NOAA,2019-02-27,01:00:00,2.713,MSL,-0.04,8551762-2019-57
2019-02-28 01:42:00-05:00,3.044,8551762,NOAA,2019-02-28,01:42:00,3.084,MSL,-0.04,8551762-2019-58
