Date Time,Water Level,SiteID,Source,Date,Time,Measured Water Level,VDatum,Offset,Identifier
,,8540433,NOAA,,,,MSL,0.15,8540433-2017-0
2017-02-02 11:12:00-05:00,2.719,8540433,NOAA,2017-02-02,11:12:00,2.569,MSL,0.15,8540433-2017-1
2017-02-03 12:12:00-05:00,2.338,8540433,NOAA,2017-02-03,12:12:00,2.188,MSL,0.15,8540433-2017-2
2017-02-04 13:12:00-05:00,1.964,8540433,NOAA,2017-02-04,13:12:00,1.814,MSL,0.15,8540433-2017-3
2017-02-05 02:00:00-05:00,2.752,8540433,NOAA,2017-02-05,02:00:00,2.602,MSL,0.15,8540433-2017-4
2017-02-06 03:00:00-05:00,2.5749999999999997,8540433,NOAA,2017-02-06,03:00:00,2.425,MSL,0.15,8540433-2017-5
2017-02-07 04:06:00-05:00,2.9059999999999997,8540433,NOAA,2017-02-07,04:06:00,2.756,MSL,0.15,8540433-2017-6
2017-02-08 05:12:00-05:00,3.359,8540433,NOAA,2017-02-08,05:12:00,3.209,MSL,0.15,8540433-2017-7
2017-02-09 05:24:00-05:00,3.116,8540433,NOAA,2017-02-09,05:24:00,2.966,MSL,0.15,8540433-2017-8
2017-02-10 07:00:00-05:00,2.745,8540433,NOAA,2017-02-10,07:00:00,2.595,MSL,0.15,8540433-2017-9
2017-02-11 07:48:00-05:00,2.968,8540433,NOAA,2017-02-11,07:48:00,2.818,MSL,0.15,8540433-2017-10
2017-02-12 08:36:00-05:00,3.9659999999999997,8540433,NOAA,2017-02-12,08:36:00,3.816,MSL,0.15,8540433-2017-11
2017-02-12 20:36:00-05:00,3.286,8540433,NOAA,2017-02-12,20:36:00,3.136,MSL,0.15,8540433-2017-12
2017-02-13 22:00:00-05:00,1.3739999999999999,8540433,NOAA,2017-02-13,22:00:00,1.224,MSL,0.15,8540433-2017-13
2017-02-14 22:06:00-05:00,4.1000000000000005,8540433,NOAA,2017-02-14,22:06:00,3.95,MSL,0.15,8540433-2017-14
2017-02-15 23:00:00-05:00,2.424,8540433,NOAA,2017-02-15,23:00:00,2.274,MSL,0.15,8540433-2017-15
2017-02-16 23:48:00-05:00,2.096,8540433,NOAA,2017-02-16,23:48:00,1.946,MSL,0.15,8540433-2017-16
2017-02-18 00:24:00-05:00,2.378,8540433,NOAA,2017-02-18,00:24:00,2.228,MSL,0.15,8540433-2017-17
2017-02-19 01:06:00-05:00,2.735,8540433,NOAA,2017-02-19,01:06:00,2.585,MSL,0.15,8540433-2017-18
