Date Time,Water Level,SiteID,Source,Date,Time,Identifier
2018-01-01 05:30:00-05:00,1.913,8551910,NOAA,2018-01-01,05:30:00,8551910-2018-0
2018-01-02 06:24:00-05:00,1.975,8551910,NOAA,2018-01-02,06:24:00,8551910-2018-1
2018-01-03 07:18:00-05:00,2.749,8551910,NOAA,2018-01-03,07:18:00,8551910-2018-2
2018-01-03 19:30:00-05:00,2.461,8551910,NOAA,2018-01-03,19:30:00,8551910-2018-3
2018-01-05 08:42:00-05:00,0.65,8551910,NOAA,2018-01-05,08:42:00,8551910-2018-4
2018-01-06 10:00:00-05:00,-1.25,8551910,NOAA,2018-01-06,10:00:00,8551910-2018-5
2018-01-07 10:48:00-05:00,0.735,8551910,NOAA,2018-01-07,10:48:00,8551910-2018-6
2018-01-07 23:12:00-05:00,1.204,8551910,NOAA,2018-01-07,23:12:00,8551910-2018-7
2018-01-09 12:24:00-05:00,1.001,8551910,NOAA,2018-01-09,12:24:00,8551910-2018-8
2018-01-10 13:18:00-05:00,1.624,8551910,NOAA,2018-01-10,13:18:00,8551910-2018-9
2018-01-11 02:00:00-05:00,2.208,8551910,NOAA,2018-01-11,02:00:00,8551910-2018-10
2018-01-12 03:00:00-05:00,2.687,8551910,NOAA,2018-01-12,03:00:00,8551910-2018-11
2018-01-13 02:54:00-05:00,2.343,8551910,NOAA,2018-01-13,02:54:00,8551910-2018-12
2018-01-14 17:00:00-05:00,1.486,8551910,NOAA,2018-01-14,17:00:00,8551910-2018-13
2018-01-15 17:30:00-05:00,2.579,8551910,NOAA,2018-01-15,17:30:00,8551910-2018-14
2018-01-16 06:06:00-05:00,3.219,8551910,NOAA,2018-01-16,06:06:00,8551910-2018-15
2018-01-17 06:18:00-05:00,2.566,8551910,NOAA,2018-01-17,06:18:00,8551910-2018-16
2018-01-18 07:18:00-05:00,2.119,8551910,NOAA,2018-01-18,07:18:00,8551910-2018-17
2018-01-19 07:36:00-05:00,2.92,8551910,NOAA,2018-01-19,07:36:00,8551910-2018-18
2018-01-20 08:18:00-05:00,2.838,8551910,NOAA,2018-01-20,08:18:00,8551910-2018-19
2018-01-21 09:00:00-05:00,2.343,8551910,NOAA,2018-01-21,09:00:00,8551910-2018-20
2018-01-22 09:36:00-05:00,2.625,8551910,NOAA,2018-01-22,09:36:00,8551910-2018-21
2018-01-23 10:12:00-05:00,3.189,8551910,NOAA,2018-01-23,10:12:00,8551910-2018-22
