Source,SiteID,Date Time,Water Level,Date,Time,Identifier
USGS,01484085,2023-01-01 21:06:00-05:00,-0.81,2023-01-02,02:06,01484085-2023-261
USGS,01484085,2023-01-01 21:12:00-05:00,-0.7,2023-01-02,02:12,01484085-2023-262
USGS,01484085,2023-01-01 21:18:00-05:00,-0.57,2023-01-02,02:18,01484085-2023-263
USGS,01484085,2023-01-01 21:24:00-05:00,-0.49,2023-01-02,02:24,01484085-2023-264
USGS,01484085,2023-01-01 21:30:00-05:00,-0.38,2023-01-02,02:30,01484085-2023-265
USGS,01484085,2023-01-01 21:36:00-05:00,-0.27,2023-01-02,02:36,01484085-2023-266
USGS,01484085,2023-01-01 21:42:00-05:00,-0.13,2023-01-02,02:42,01484085-2023-267
USGS,01484085,2023-01-01 21:48:00-05:00,-0.03,2023-01-02,02:48,01484085-2023-268
USGS,01484085,2023-01-01 21:54:00-05:00,0.11,2023-01-02,02:54,01484085-2023-269
USGS,01484085,2023-01-01 22:00:00-05:00,0.22,2023-01-02,03:00,01484085-2023-270
USGS,01484085,2023-01-01 22:06:00-05:00,0.31,2023-01-02,03:06,01484085-2023-271
USGS,01484085,2023-01-01 22:12:00-05:00,0.42,2023-01-02,03:12,01484085-2023-272
USGS,01484085,2023-01-01 22:18:00-05:00,0.52,2023-01-02,03:18,01484085-2023-273
USGS,01484085,2023-01-01 22:24:00-05:00,0.66,2023-01-02,03:24,01484085-2023-274
USGS,01484085,2023-01-01 22:30:00-05:00,0.76,2023-01-02,03:30,01484085-2023-275
USGS,01484085,2023-01-01 22:36:00-05:00,0.89,2023-01-02,03:36,01484085-2023-276
USGS,01484085,2023-01-01 22:42:00-05:00,0.98,2023-01-02,03:42,01484085-2023-277
