Date Time,Water Level,SiteID,Source,Date,Time,Identifier
2019-10-10 14:48:00-04:00,4.537,8557380,NOAA,2019-10-10,14:48:00,8557380-2019-283
2019-10-11 15:24:00-04:00,4.629,8557380,NOAA,2019-10-11,15:24:00,8557380-2019-284
