Date Time,Water Level,SiteID,Source,Date,Time,Identifier
2021-02-01 06:24:00-05:00,4.567,8557380,NOAA,2021-02-01,06:24:00,8557380-2021-31
2021-05-29 19:24:00-04:00,4.419,8557380,NOAA,2021-05-29,19:24:00,8557380-2021-148
2021-10-29 10:48:00-04:00,4.449,8557380,NOAA,2021-10-29,10:48:00,8557380-2021-301
