Date Time,Water Level
2016-01-23 03:24:00-05:00,6.627
2016-01-24 03:48:00-05:00,4.426
2016-02-08 03:36:00-05:00,4.439
2016-02-09 04:00:00-05:00,4.61
2016-09-29 15:48:00-04:00,4.38
