,Date Time,Water Level,SiteID,Source,Date,Time,Measured Water Level,VDatum,Offset,Identifier
303,2020-10-30 03:36:00-04:00,4.53,8557380,NOAA,2020-10-30,03:36:00,4.531,NAVD,0,8557380-2020-303
